NipWtLsR01	NipWtLsR02	NipWtLsR03	NipWtLsR04	NipWtLsR05	NipWtLsR06	NipWtLsR07	NipWtLsR08	NipWtLsR09	NipWtLsR10	NipWtLsR11	NipWtLsR12	NipWtLsR13	NipWtLsR14	NipWtLsR15	DjWtLsR01	DjWtLsR02	DjWtLsR03	DjWtLsR04	DjWtLsR05	DjWtLsR06	DjWtLsR07	DjWtLsR08	DjWtLsR09	DjWtLsR10	DjWtLsR11	DjWtLsR12	DjWtLsR13	DjWtLsR14	DjWtLsR15	Zh11WtLsR01	Zh11WtLsR02	Zh11WtLsR03	Zh11WtLsR04	Zh11WtLsR05	Zh11WtLsR06	Zh11WtLsR07	Zh11WtLsR08	Zh11WtLsR09	Zh11WtLsR10	Zh11WtLsR11	Zh11WtLsR12	Zh11WtLsR13	Zh11WtLsR14	Zh11WtLsR15
ASV_3402	0.01662455	0	0.00163196	0.00172399	0.00535208	0.00718817	0.00829445	0	0.01240783	0.00899782	0.01376202	0.01012385	0.00707839	0.00336185	0.00335897	0.00798929	0.01457168	0.00414104	0.00448102	0.03044872	0	0.00426257	0.0187767	0.00753977	0	0.00941673	0.01795153	0.00387034	0.01038799	0.00947418	0.01880053	0.0076926	0.00450694	0	0.00470566	0	0.00480365	0.03002383	0.00166761	0.01576945	0.0039976	0.01556148	0.00450867	0	0.01057574
ASV_3520	0.00664982	0	0	0.00172399	0.00178403	0	0	0.00674184	0	0.00539869	0.00344051	0.00674923	0.00530879	0.00168093	0.00167949	0.00399465	0	0	0	0.00160256	0	0.00213129	0.00469417	0.00188494	0	0.00376669	0.00199461	0	0	0.01136902	0.00188005	0.01153891	0.00225347	0.00230473	0	0	0	0.01125894	0.01167328	0	0.0039976	0	0	0	0
ASV_1982	0.01163719	0.00739235	0.0163196	0.00172399	0.00356805	0.00359408	0.01451529	0.00168546	0.0301333	0.02339434	0.02924429	0.02362231	0	0.00672371	0.00335897	0.00998662	0.01092876	0.00207052	0	0.00160256	0.01473459	0.01491901	0.00469417	0.00942472	0.00201033	0.01883346	0.01196769	0.00580552	0.01904465	0.02273804	0.02256063	0.07500288	0.00225347	0	0.01176415	0.00206971	0.01681278	0.00562947	0.00833806	0.01182709	0.0019988	0.01556148	0.00450867	0.00176613	0.03384238
ASV_5817	0.01163719	0.00554426	0.00163196	0.00517197	0.00178403	0	0	0.00168546	0	0.00179956	0.00860126	0.01518577	0	0	0.00671795	0.01198394	0.00364292	0	0.00149367	0.01762821	0	0	0.00469417	0.01130966	0	0	0.00199461	0.00387034	0	0.01326386	0.00376011	0.01346206	0.01352082	0	0.00235283	0	0	0.04503575	0.0283494	0.00197118	0	0	0.00225433	0	0.04230297
ASV_5086	0.00166246	0	0	0	0	0	0	0.0084273	0.15066648	0.14396516	0.00172025	0.00168731	0.0017696	0	0.00167949	0.00399465	0.11110909	0	0	0	0	0.00639386	0	0.00753977	0.00804133	0	0.02592999	0.00193517	0.00346266	0.00947418	0	0	0.00225347	0	0	0	0	0	0.00333522	0	0	0.00778074	0	0.00176613	0
ASV_2447	0.06317329	0.04435409	0.02284744	0.00172399	0.01784026	0.0341438	0.01451529	0.05224925	0.0531764	0.10797387	0.06192909	0.021935	0.02654397	0.01849019	0.06046152	0.00399465	0.02367899	0.00621157	0.03136716	0	0.01473459	0.0511509	0.03051213	0.03392898	0.05025833	0.00376669	0.02194076	0.00967586	0.08483526	0.01894837	0.01316037	0.04230932	0.00225347	0.01843785	0.0235283	0.07450948	0	0.00562947	0.01334089	0.02365418	0.009994	0.04084888	0.01803467	0.15895163	0.01480604
ASV_11936	0.00332491	0.00184809	0.00163196	0.00172399	0.00356805	0.00359408	0.00414723	0.01179822	0.00531764	0.02879303	0.00344051	0.00674923	0.00707839	0.05547058	0.00503846	0.00199732	0.00182146	0	0	0.00480769	0.00368365	0.00426257	0.00234709	0.00188494	0.00201033	0.00376669	0.00797846	0.01741655	0.01385066	0.00947418	0.00188005	0.0076926	0	0	0	0.00206971	0	0	0	0.00788473	0	0.00583555	0.006763	0	0.00846059
ASV_1929	0	0.00369617	0.00163196	0.02413585	0.06600896	0.02875267	0	0	0.00177255	0.00359913	0.00344051	0.00337462	0	0.0252139	0	0	0.00182146	0.02277574	0.0059747	0	0.00184182	0.00213129	0	0.00376989	0.006031	0	0	0.00774069	0.02770131	0	0.00752021	0.0038463	0	0.09910346	0.00705849	0.32494412	0.00720548	0.00187649	0.01334089	0.00985591	0.01998801	0.14588885	0.02705201	0.09890323	0.02115149
ASV_319	0.0664982	0.06283497	0.24153013	0.14309111	0.07314506	0.07906985	0.08087092	0.04550741	0.07090187	0.30592597	0.06364934	0.16029427	0.01592638	0.35635642	0.5323973	0.07789562	0.12932369	0.75574052	0.94997685	0.21314103	0.12340222	0.0511509	0.30277426	0.71439343	0.74784392	0.26178503	0.15358532	0.05224964	0.49862359	0.05305542	0.91934574	0.69810377	0.1442221	1.05556708	2.54105689	0.32908353	0.22817341	0.05817117	1.82103192	2.38512941	0.25984409	0.08169776	0.04959535	0.22783066	0.45052667
ASV_2157	0.00166246	0.00184809	0	0	0.00178403	0	0.00414723	0.00168546	0.00354509	0	0.00516076	0.00506192	0	0.00168093	0.00167949	0.00199732	0.00182146	0.00207052	0	0.00480769	0.00368365	0	0	0.00188494	0	0.00941673	0.00199461	0.00193517	0.00346266	0.00378967	0.00188005	0.0038463	0.00901388	0.00691419	0	0	0.00240183	0.00750596	0.01000567	0.00394236	0.0019988	0.00194518	0.00901734	0.00176613	0.00634545
ASV_3397	0.04156138	0.02217705	0.08975782	0.01723989	0.02676039	0.0898521	0.09538621	0.00505638	0.01240783	0.0251939	0.02924429	0.05061924	0.01415679	0.02017112	0.04702563	0.00798929	0.01457168	0.00621157	0.01493674	0.04967949	0.04972925	0.00426257	0.00469417	0.04900852	0.01005167	0.06968379	0.01595692	0.00193517	0.03289531	0.01136902	0.00752021	0.07692604	0.01352082	0.02535205	0.03529246	0.01241825	0.00240183	0.00375298	0.00833806	0.01182709	0.02598441	0.02139703	0.02705201	0.02119355	0.04441812
ASV_10552	0.00664982	0	0.01305568	0.00172399	0.00892013	0.00359408	0.00207361	0	0.01063528	0.00179956	0.00516076	0.01181116	0.00707839	0	0.00167949	0.00599197	0.00182146	0	0.00149367	0.00160256	0.00184182	0.00852515	0.00938835	0	0.00201033	0.00376669	0.00797846	0.00387034	0.00692533	0.00189484	0.00376011	0.02115466	0.00450694	0.00460946	0.00235283	0	0	0.01125894	0.00667045	0.00788473	0	0.00583555	0	0	0.00634545
ASV_3465	0.00166246	0	0.00163196	0.00172399	0.00356805	0.00359408	0	0	0.00177255	0.00359913	0	0	0.0017696	0	0.00167949	0.00599197	0.00364292	0.00207052	0.00149367	0.00801282	0	0	0.00234709	0.00188494	0.00201033	0.00188335	0.00199461	0.00193517	0	0.00568451	0.00376011	0.01153891	0	0	0	0.00206971	0	0.01688841	0.01000567	0.00394236	0.0019988	0.00194518	0	0	0.00211515
ASV_1665	0.00332491	0.01108852	0.00489588	0.00689596	0.01070415	0.01437634	0.00622084	0.02022551	0.00709019	0.04318955	0.0361253	0.01012385	0.0017696	0.00168093	0.01175641	0.00399465	0.00182146	0.00621157	0.01792409	0.01762821	0.02026007	0.00213129	0.00234709	0.01130966	0.04020666	0.00941673	0.00598384	0.03289792	0.00346266	0.00947418	0.02068058	0.02307781	0.03154858	0.00691419	0.01176415	0.00413942	0.02161643	0.00187649	0.09171864	0.03745245	0.02198681	0.00972592	0.013526	0.00176613	0.04230297
ASV_28796	0.00166246	0	0	0	0	0	0	0	0.00709019	0.00179956	0	0	0.0035392	0.00168093	0	0.00199732	0.00182146	0.00621157	0	0.00160256	0	0.00852515	0	0.00565483	0	0.00188335	0.00598384	0.00193517	0.00173133	0.00189484	0	0.0038463	0	0	0	0	0	0.01125894	0.00333522	0	0	0	0	0	0.0042303
ASV_4887	0.0149621	0	0.01468764	0.00172399	0.01248818	0.00359408	0.00414723	0.0084273	0.00531764	0.01079739	0.00688101	0.02362231	0	0.00168093	0.00503846	0.00399465	0.00364292	0.01449365	0.00746837	0.01121795	0.0073673	0.01065644	0.00704126	0.02261932	0	0.01695011	0.00598384	0.12578616	0.00865666	0.02273804	0.01504042	0.01153891	0.03154858	0.00921893	0.01646981	0.01448795	0.01200913	0.00562947	0.05169596	0.02168299	0.01599041	0.01167111	0.03832368	0.01412903	0.02326664
ASV_1489	0.00332491	0.03326557	0.00163196	0.01379191	0.00178403	0.01797042	0.03732504	0.01011276	0.01772547	0.07018302	0.00860126	0.00843654	0.0017696	0.06219428	0.26199993	0.02995985	0.02185753	0.04348096	0.13891171	0.03365385	0.03683648	0.00852515	0.03285922	0.12063636	0.03819633	0.22600147	0.04787075	0.01935172	0.20775983	0.01326386	0.03760105	0.25000962	0.01352082	0.04839936	0.03999812	0.05174269	0.61967095	0.06755362	0.2284628	0.02168299	0.33579852	0.0252874	0.05410401	0.00176613	0.36592072
ASV_6540	0.01163719	0.00184809	0	0.00172399	0	0.02336155	0	0	0	0.00359913	0	0.00168731	0	0.00168093	0.00503846	0.0339545	0	0	0.01643042	0.00160256	0.00368365	0	0.03285922	0.00188494	0.006031	0.00753338	0	0.00193517	0.01385066	0	0	0	0.00450694	0.05531356	0.00235283	0.09934597	0.00480365	0.00562947	0	0.01774063	0.01599041	0.06224591	0.03832368	0.0123629	0.02326664
ASV_4565	0.02659928	0	0	0.03792776	0.00178403	0	0	0	0.01418037	0.00899782	0	0.00506192	0.00707839	0.00168093	0.02855127	0.00399465	0	0	0.00298735	0.00160256	0.00552547	0	0.00234709	0.01507954	0	0.00376669	0.00199461	0.00580552	0.01211932	0.00378967	0.00752021	0.00576945	0.00901388	0.00460946	0.00470566	0.00206971	0.00240183	0.01125894	0.02501417	0.00394236	0.0059964	0.03890369	0.00450867	0	0
ASV_2294	0.00332491	0	0	0.00344798	0.02140831	0.01617338	0.01451529	0.07584568	0	0.01439652	0	0.01687308	0.00707839	0.00504278	0.01343589	0.02396788	0	0.07039775	0.0059747	0.01923077	0.02394371	0.00639386	0	0	0	0	0.03191383	1.01403	0.00346266	0.0416864	0.01128032	0.01730836	0.00225347	0.07605614	0.00235283	0.03518503	0.00720548	0.00187649	0.11172998	0.05125071	0.0039976	0.00389037	0.05861268	0.07064517	0.05499387
ASV_18096	0.00332491	0.00184809	0.0081598	0.01379191	0.01427221	0.00718817	0.00829445	0.01179822	0.00354509	0.03419173	0.00860126	0.03205885	0.01238719	0	0.01847435	0.01597859	0.00546438	0.01449365	0.0059747	0.02724359	0.01289277	0.00426257	0.00938835	0.0131946	0.012062	0.00941673	0.00199461	0.19738752	0.01211932	0.03410706	0.02820079	0.02692411	0.02028123	0.02535205	0.00470566	0.02069708	0.07926024	0.02627085	0.08171297	0.02365418	0.0119928	0.00583555	0.05184968	0.02649194	0.05287872
ASV_5989	0	0	0	0	0.01784026	0	0	0.01854005	0.00709019	0.01079739	0.00172025	0.00168731	0.04777915	0.01849019	0.00335897	0.00199732	0	0	0.00746837	0.01282051	0	0.00426257	0.00938835	0.00565483	0.02814466	0.00565004	0	0	0.01731332	0.00568451	0.00940026	0	0.00225347	0.00691419	0.00235283	0.00620912	0	0	0	0	0.0119928	0.02723259	0	0.09183872	0.00634545
ASV_2081	0.01163719	0.00739235	0	0.03792776	0.01248818	0.01257929	0.00829445	0.00674184	0.06558423	0.03239216	0.00688101	0.00337462	0.00884799	0.1395169	0.01511538	0.00399465	0.02914337	0.01242313	0.00896205	0.00320513	0.00368365	0.00852515	0.00469417	0.01130966	0.02613433	0.00753338	0.00797846	0.03676826	0.02943264	0.00947418	0.00752021	0.00192315	0.00450694	0.02996151	0.02588114	0.00620912	0.00240183	0.01688841	0.00333522	0.00788473	0.03198081	0.03306814	0.00450867	0.08124194	0.04230297
ASV_4594	0.00166246	0.01108852	0	0	0	0	0	0.00505638	0.00354509	0.01619608	0.00344051	0	0.00530879	0.00168093	0.00671795	0.00199732	0.01275022	0.00207052	0.0059747	0	0.00184182	0.01065644	0	0.00942472	0.00402067	0.00188335	0	0	0.01211932	0	0.00188005	0	0	0	0.00235283	0.01655766	0.00480365	0.00187649	0	0.00197118	0	0.00583555	0	0.01942742	0
ASV_9083	0.00166246	0	0.00652784	0.01034394	0	0.04852014	0.02280975	0	0.00354509	0.00719826	0	0	0	0.00672371	0.01175641	0	0	0.02277574	0.14936743	0.00320513	0.04420378	0	0.0187767	0	0.01005167	0.00941673	0.00199461	0.00193517	0.06232795	0	0.18612521	0.10769645	0.02929511	0.08988453	0.03764529	0.00827883	0.00240183	0.01876489	0.03501984	0.10841497	0.17389566	0.02917777	0.01803467	0.02119355	0.03172723
ASV_1157	0.00664982	0.00369617	0.0081598	0.00344798	0.01784026	0.02695563	0.04147227	0.05899108	0.00531764	0.0557865	0.01204177	0.04049539	0.00884799	0.00168093	0.01511538	0.02396788	0.01275022	0.10766714	0.00149367	0.01442308	0.05709655	0.05328218	0.00938835	0.01130966	0	0.00565004	0.02991922	1.33913885	0.01038799	0.00757935	0.03760105	0.06538713	0.04732288	0.03457097	0.00470566	0.02069708	0.13450222	0.04691224	0.12673849	0.15178096	0.03997601	0.00194518	0.32687842	0.23489518	0.10998773
ASV_6168	0	0	0	0	0	0.00179704	0	0	0	0	0	0	0.0017696	0.00168093	0	0	0	0.00621157	0.04182288	0	0	0	0	0	0.006031	0.00188335	0.00997307	0	0	0	0.04136116	0.0076926	0.01126735	0.1313697	0	0.31873499	0.00480365	0.00375298	0.03668746	0.01576945	0.03797721	0.06419109	0.02930634	0.01766129	0.01057574
ASV_3450	0	0	0.0081598	0	0.00356805	0	0	0	0	0.00179956	0	0	0.0035392	0	0.00167949	0	0	0	0	0	0.0073673	0.00213129	0	0	0.00201033	0	0	0	0	0.00568451	0	0.0038463	0	0	0	0	0	0.1951549	0	0	0	0	0	0	0.00846059
ASV_5160	0.00332491	0.00369617	0.00489588	0.00172399	0	0.00718817	0	0.00505638	0.00354509	0.00179956	0.00860126	0	0.0017696	0.01176649	0	0.00599197	0.00182146	0.00414104	0	0	0	0.00426257	0.00469417	0.00188494	0.00804133	0	0.01196769	0.00193517	0.00173133	0.01705353	0.00188005	0	0	0	0.00235283	0	0	0.00375298	0.00166761	0.00394236	0.0079952	0.00583555	0	0.00176613	0.00634545
ASV_4066	0.00166246	0.00184809	0.02611136	0.01896388	0.00535208	0.00539113	0	0.00168546	0.00886273	0.00719826	0	0.00506192	0.00707839	0	0.00335897	0.01797591	0.00182146	0.00207052	0.00149367	0	0.0073673	0.00426257	0.00469417	0.00188494	0	0.00753338	0.00199461	0.01161103	0	0.02273804	0.00376011	0	0.00225347	0	0	0	0.00480365	0.0525417	0.00166761	0.00394236	0.0039976	0.00389037	0.00225433	0.00176613	0
ASV_4435	0	0.01293661	0.01142372	0.01206793	0.01427221	0.01437634	0.00414723	0	0.00177255	0.00539869	0.00344051	0.01349846	0.0035392	0.00840463	0.00671795	0.01398127	0.00546438	0.6874133	0.01941777	0.00641026	0.01841824	0.00426257	0.03990048	0.02261932	0.00402067	0.00376669	0.02991922	0.00580552	0.00692533	0	0.01692047	0.0038463	0.02478817	0.01843785	0.02588114	0.04553357	0.01681278	0.00750596	0.02001134	0.01182709	0.0079952	0.00778074	0.04057801	0.00883065	0.01480604
ASV_2211	0	0	0	0.02930782	0.05708883	0.01257929	0.00829445	0.72980398	0	0	0	0.021935	0	0.00336185	0	0.48934428	0.00364292	0.20498168	0.00149367	0	0.11235127	0.01278772	0.05398301	0.30347584	0.012062	0	0.07579535	0	0	0.02463288	0.01880053	0.0038463	0	0.02074258	0.00235283	0.01655766	0.00720548	0.00375298	0.01667612	0.00197118	0	0.00389037	0.00225433	0.0423871	0.00211515
ASV_917	0.00332491	0.00369617	0.00489588	0.00861995	0.00178403	0.01437634	0.00622084	0	0	0.00179956	0.00172025	0.10798772	0.0017696	0.00672371	0.36276914	0.00798929	0	0.10559662	0.07020269	0.01282051	0.0073673	0.00639386	0	0.00565483	0.12061999	0.06968379	0.01994615	0.01548137	0.07444727	0.00947418	0.29516826	0.12500481	0.48900306	0.17746433	0.05176227	0.21111019	5.57944037	0.06380064	1.21402128	0.36269736	0.04397362	0.00194518	0.04057801	0.23312905	0.03807268
ASV_719	0.16624551	0.03880983	0.00163196	0.44306525	0.00356805	0.00359408	0.00207361	0	0.00177255	0.00359913	0.00688101	0.01012385	0	0.17481636	0	0.00399465	0	0.16771228	0.01344307	0.37820513	0	0.01065644	0.01173544	0.00188494	0.00804133	0	0.00598384	0.00387034	0.02770131	0.00378967	0.00188005	0.0038463	0.13070128	0.09218926	0.16705096	0.00206971	0	0.16325458	0.00667045	0.00788473	8.84669198	0.0505748	0.006763	0.1147984	0.09941199
ASV_5506	0.0332491	0.00739235	0.00326392	0.01206793	0.00178403	0.00179704	0	0.00337092	0.01772547	0.00899782	0.00172025	0.00674923	0.0017696	0.01176649	0.00167949	0	0.01457168	0.00621157	0	0.00320513	0.00368365	0	0	0.00753977	0.01407233	0.00565004	0.00199461	0.00193517	0.02423865	0	0.00376011	0.00192315	0.00225347	0	0.00470566	0	0	0.01125894	0.00500283	0	0.0019988	0.03112296	0	0.00706452	0
ASV_3358	0	0	0	0	0	0	0	0.00337092	0	0.00539869	0.00516076	0.01012385	0.0017696	0.00336185	0	0.00798929	0.00364292	0.02070522	0	0.00160256	0	0.01491901	0.00938835	0.00376989	0	0.00753338	0.00199461	0.00193517	0	0.00947418	0	0.0076926	0.0608437	0	0	0	0.00480365	0.00562947	0.00333522	0.04927953	0	0	0	0.00353226	0.00634545
ASV_8673	0	0.00739235	0.08975782	0.0327558	0.00356805	0.00898521	0.00622084	0	0.00886273	0.00179956	0.01548227	0.00506192	0.0017696	0.01344741	0.00503846	0.01997324	0.03096483	0.00207052	0.0059747	0.11698718	0.01473459	0.04049446	0.01173544	0.0131946	0.036186	0.02260015	0.01994615	0.00193517	0.00173133	0	0.00376011	0	0	0.00230473	0.00470566	0.00413942	0.00240183	0	0.00166761	0	0.0059964	0.02139703	0	0	0
ASV_4282	0	0.00369617	0.00163196	0.00172399	0.00892013	0.00898521	0.00414723	0.02865281	0.00709019	0.03779085	0.00688101	0.04724463	0.0017696	0.00168093	0.01175641	0.01198394	0.00182146	0.02484626	0.0059747	0.00320513	0.00368365	0.00426257	0	0.02827415	0.00201033	0.00565004	0.00398923	0.12385099	0.01038799	0.01894837	0.00564016	0.00576945	0.00676041	0.04148517	0.00705849	0.01034854	0.0192146	0.00562947	0.03001701	0.01774063	0.0059964	0	0.08566469	0.01412903	0.00846059
ASV_3663	0	0	0.00163196	0	0.00356805	0.00359408	0	0	0.00177255	0.00359913	0.00688101	0.00506192	0.0017696	0	0.00167949	0.01198394	0.00364292	0.02691679	0	0.00801282	0.00184182	0.00639386	0.02347087	0.01696449	0	0.01695011	0.00598384	0.06386067	0.00346266	0.05305542	0	0.01923151	0.00225347	0.00460946	0	0	0.00720548	0.01125894	0.01667612	0	0.0059964	0.00389037	0	0	0.02115149
ASV_5361	0	0.00369617	0.00326392	0.00861995	0.01248818	0.03054972	0.02488336	0.00168546	0	0	0.01376202	0.01349846	0.0017696	0.0252139	0.02015384	0.00399465	0.01275022	0.00828209	0	0	0.06814749	0.00852515	0.09388349	0.00565483	0.01608266	0.00376669	0.01196769	0	0.03116397	0.00189484	0.02256063	0.0076926	0.04957635	0.07375141	0.00235283	0.47189337	0.00720548	0.01876489	0.00166761	0.00591354	0.03397961	0.00194518	0.006763	0.01059678	0.0824908
ASV_8516	0	0.01848087	0.1109733	0.02930782	0.01605623	0.01078225	0.00207361	0	0.00177255	0	0.00860126	0.00168731	0.00707839	0.00168093	0	0.00199732	0.02914337	0	0.00448102	0.14583333	0.03315283	0.01491901	0.02112379	0.0131946	0.03216533	0.01318342	0.01994615	0.00193517	0.005194	0	0.00188005	0	0	0.01152366	0.00705849	0	0	0.00187649	0.00166761	0	0	0	0.00450867	0	0
ASV_84	0.0149621	0.02402513	0.04895881	0.08792345	0.07314506	0.02515859	0.02903059	0.05393471	0.04254112	0.0809804	0.08773288	0.04724463	0.03716156	0.07059891	0.07725639	0.0339545	0.07103696	0.04555148	0.01344307	0.05608974	0.06814749	0.02131287	0.00469417	0.06031818	0.09247532	0.09228393	0.05784382	0.0619255	0.05367129	0.0985315	0.05640158	0.06538713	0.06309717	0.03226624	0.01411698	0.00827883	0.04803651	0.03002383	0.07671014	0.0630778	0.02598441	0.02723259	0.06988435	0.0123629	0.04653327
ASV_7556	0.00332491	0.00184809	0.00979176	0.00861995	0.00356805	0	0.00622084	0.00337092	0	0.00179956	0	0.00168731	0	0.00336185	0	0.00199732	0.00182146	0.00621157	0.04779758	0.00160256	0	0	0	0.00565483	0.00402067	0.01506676	0.00199461	0	0.00346266	0	0.01316037	0.01538521	0.00450694	0.04839936	0.06117359	0.00206971	0	0	0.02167895	0.02956772	0.0059964	0.04862962	0.02254334	0.0123629	0.04230297
ASV_3327	0.01994946	0.04065792	0.02611136	0.00344798	0.01070415	0.01617338	0.00414723	0.02022551	0.02304311	0.12956864	0.04300631	0.00506192	0.03539197	0.01176649	0.02855127	0	0.01092876	0	0.05526595	0.00641026	0.00920912	0.04901961	0.00704126	0.03015909	0.042217	0.00188335	0.01595692	0.01935172	0.09868592	0.00189484	0.00564016	0.01730836	0.00225347	0.01152366	0	0.03311532	0.00720548	0.00187649	0	0.00591354	0.0079952	0.01945185	0.01578034	0.16248388	0.0042303
ASV_3130	0.0332491	0.00369617	0.00489588	0.01379191	0.01605623	0.00539113	0.00207361	0.01011276	0.01418037	0.00359913	0.10321515	0.00674923	0.00884799	0.14287875	0.00671795	0.00998662	0.00182146	0.01035261	0.00448102	0.00160256	0.00368365	0.00213129	0.01173544	0	0.02211366	0.00376669	0.02991922	0.00387034	0.00173133	0.03410706	0.00188005	0	0.01802776	0.02304732	0.00705849	0.00206971	0	0.00562947	0	0	0.0039976	0.01361629	0.006763	0.01059678	0.01269089
ASV_4538	0.02161192	0.00369617	0.01795156	0.00344798	0.00178403	0.01617338	0.00207361	0.02865281	0.0265882	0	0.00688101	0.03543347	0.00884799	0.00336185	0.00671795	0.02396788	0.00364292	0.00621157	0.00298735	0.00160256	0.02026007	0.01278772	0.00234709	0	0.00804133	0.00376669	0	0.02902758	0.00173133	0.01326386	0.00940026	0.0038463	0.01352082	0.01382839	0.00235283	0	0	0.00375298	0	0.01774063	0.0119928	0.00778074	0.00225433	0.01589516	0.05922416
ASV_5009	0	0.01663279	0.01958352	0.00861995	0.00178403	0.01078225	0.01658891	0.01011276	0.00531764	0.00539869	0.00172025	0.00843654	0	0.01344741	0.01175641	0.05792238	0.00182146	0.00828209	0.00298735	0.01282051	0.02210189	0.01918159	0.03051213	0.0131946	0.00804133	0.01130007	0.00797846	0.00580552	0.00346266	0.00189484	0.00940026	0.00192315	0.00450694	0.01152366	0	0.01241825	0.00480365	0.00938245	0	0.00591354	0.0079952	0.00389037	0.00225433	0.00176613	0.00846059
ASV_5269	0.03491156	0.00554426	0.0163196	0.00517197	0.01070415	0.00359408	0.01036807	0.02191097	0.02481566	0.00719826	0.00516076	0.01349846	0.01238719	0.02017112	0.00671795	0.03195718	0.00546438	0.01656418	0.0059747	0.00160256	0.00552547	0.0170503	0.00704126	0.00565483	0.006031	0.00376669	0.00797846	0.03483309	0.01038799	0.00757935	0.01692047	0.0038463	0.00901388	0.01152366	0.00705849	0.00620912	0.00480365	0.00562947	0.00166761	0.02759654	0.0039976	0.01361629	0.02479767	0.00176613	0.01480604
ASV_14858	0	0	0.0081598	0	0.00178403	0.00718817	0	0.00505638	0	0	0	0.00168731	0	0.00336185	0	0	0.00728584	0.00207052	0.00746837	0	0.00368365	0.00213129	0	0	0.00201033	0.00376669	0.00199461	0.00193517	0.00346266	0.00189484	0.01504042	0.01538521	0.01802776	0.07375141	0.02117547	0.01241825	0.00720548	0.00187649	0	0.00394236	0.0119928	0.04473925	0.01803467	0.0123629	0.00211515
ASV_6717	0.00498737	0.00369617	0.00163196	0.00172399	0.00178403	0.00179704	0.00207361	0	0.00709019	0.00899782	0.01204177	0.00506192	0.00530879	0.00672371	0	0.00399465	0	0.00207052	0	0.00160256	0.00368365	0.00639386	0	0.03015909	0.018093	0	0.01795153	0	0.01038799	0.00189484	0.00376011	0.00192315	0.00225347	0.00460946	0.00235283	0.00413942	0	0.01688841	0	0.00394236	0.0039976	0.00972592	0.00450867	0.00176613	0.00634545
ASV_5843	0	0.00739235	0.00326392	0.01206793	0.02676039	0.01976746	0.01244168	0.09101482	0.00709019	0.00179956	0.00516076	0.00843654	0.01061759	0.01176649	0.00503846	0.00599197	0.00182146	0.00414104	0.01643042	0.01602564	0.0073673	0.02344416	0.0187767	0.00753977	0.01407233	0.00376669	0.00997307	0.01161103	0.005194	0.01326386	0.00752021	0.00192315	0.00450694	0.00230473	0.02117547	0.01655766	0.01441095	0.01501192	0.0150085	0.01774063	0.009994	0.00583555	0.01127167	0.01589516	0.03384238
