NipWtLsR01	NipWtLsR02	NipWtLsR03	NipWtLsR04	NipWtLsR05	NipWtLsR06	NipWtLsR07	NipWtLsR08	NipWtLsR09	NipWtLsR10	NipWtLsR11	NipWtLsR12	NipWtLsR13	NipWtLsR14	NipWtLsR15	DjWtLsR01	DjWtLsR02	DjWtLsR03	DjWtLsR04	DjWtLsR05	DjWtLsR06	DjWtLsR07	DjWtLsR08	DjWtLsR09	DjWtLsR10	DjWtLsR11	DjWtLsR12	DjWtLsR13	DjWtLsR14	DjWtLsR15	Zh11WtLsR01	Zh11WtLsR02	Zh11WtLsR03	Zh11WtLsR04	Zh11WtLsR05	Zh11WtLsR06	Zh11WtLsR07	Zh11WtLsR08	Zh11WtLsR09	Zh11WtLsR10	Zh11WtLsR11	Zh11WtLsR12	Zh11WtLsR13	Zh11WtLsR14	Zh11WtLsR15
ASV_1256	0.00332491	0.01663279	0.00489588	0.0155159	0.00535208	0	0.00414723	0.02359643	0.00177255	0.01259695	0.00860126	0.00337462	0.01061759	0.03698038	0.00335897	0.00998662	0	0.00207052	0.00149367	0.00160256	0.00920912	0.00639386	0.01408252	0.00753977	0.00201033	0.00188335	0.00997307	0.16255443	0.005194	0.01894837	0.00376011	0.00192315	0.00676041	0.00230473	0	0.00413942	0.04083103	0.01688841	0.00166761	0.00788473	0	0.00778074	0.00225433	0.0123629	0.01692119
ASV_2043	0.01163719	0.00184809	0.00979176	0.00861995	0.00178403	0.00718817	0.00207361	0.00168546	0.00177255	0.00359913	0.01376202	0.02868424	0.02123518	0.00504278	0.00167949	0.01597859	0	0.00414104	0	0.00320513	0	0.00426257	0	0.00376989	0	0.01318342	0	0.00387034	0.00346266	0.00947418	0.00564016	0.02307781	0.00450694	0	0.00470566	0	0.00240183	0.00938245	0.00166761	0.00394236	0.0039976	0	0	0.00706452	0.0042303
ASV_2051	0.01994946	0.00739235	0.03590313	0.02241186	0.00356805	0.0215645	0.01244168	0.01854005	0.00531764	0.01979521	0.01204177	0.05905578	0.02300478	0.00168093	0.04030768	0.06191703	0.01639314	0.04969253	0	0.01282051	0.01289277	0.01065644	0.00469417	0.00565483	0.01608266	0.01130007	0.00398923	0.15674891	0.00692533	0.00568451	0.01316037	0.05192507	0.03380206	0.01613312	0.03529246	0.01448795	0.02401825	0.02064138	0.0433579	0.04336599	0.01599041	0.00194518	0.05184968	0.01766129	0.01269089
ASV_1407	0.00166246	0.02032896	0.02284744	0.00689596	0.01784026	0.01078225	0.00829445	0.00505638	0.01418037	0.00899782	0.00860126	0.00674923	0.01238719	0.01176649	0.00503846	0.01398127	0.00728584	0.01035261	0	0.00480769	0.0073673	0.02557545	0.01173544	0.00188494	0.00201033	0.00753338	0.01795153	0.0135462	0.00346266	0	0.02068058	0.01730836	0.00901388	0	0.00705849	0.00413942	0.00240183	0.01313543	0.00166761	0.00197118	0.0019988	0.00583555	0.006763	0.00353226	0.00211515
ASV_131	0.11969677	0.07946775	0.13382075	0.06033963	0.10525752	0.03953493	0.04147227	0.0168546	0.09039989	0.16915906	0.26319864	0.1670435	0.23004778	0.11094115	0.03023076	0.17176983	0.10382325	0.02898731	0.09559515	0.08653846	0.09024938	0.19394714	0.52574755	0.09990198	0.06634099	0.11865077	0.15358532	0.04063861	0.0813726	0.61013738	0.40609137	0.41924689	0.15548945	0.03687571	0.07999624	0.02276679	0.35066651	2.13919799	0.06336924	0.10250143	0.10993404	0.1906281	0.02930634	0.02295968	0.36803587
ASV_16216	0	0	0.00163196	0	0	0.00179704	0	0	0	0	0	0	0	0.00168093	0	0	0.0091073	0.01242313	0.10306353	0	0.00920912	0	0	0.00376989	0.024124	0.00565004	0.02194076	0	0.02770131	0	0.06016168	0.0076926	0.00901388	0.05531356	0.0305868	0.01241825	0.00720548	0.00938245	0.01000567	0.01576945	0.09594243	0.07197183	0.04508668	0.02825807	0.01903634
ASV_4504	0.01163719	0.00924044	0.00979176	0.00172399	0.00535208	0.00539113	0.00622084	0	0.02481566	0.00359913	0.01376202	0.01349846	0.01238719	0.01176649	0.00335897	0.00599197	0.01092876	0	0.00298735	0.00320513	0.00552547	0.01491901	0.00704126	0	0.00402067	0.00376669	0.01196769	0.00193517	0.00692533	0.01515869	0.03008084	0.00576945	0.00450694	0.00230473	0.01176415	0	0.00240183	0.01876489	0.01000567	0.00394236	0.0019988	0.01945185	0.00225433	0.00176613	0.00846059
ASV_340	0.01828701	0.1737202	0.11260526	0.00861995	0.04638467	0.00539113	0.01658891	0.0084273	0.00354509	0.02879303	0.01892278	0.02362231	0.05839674	0.01176649	0.00335897	0.06191703	0.05464381	0.06004514	0	0.00641026	0.00368365	0.04475703	0.00234709	0.01130966	0.01407233	0.0659171	0.07180612	0.01935172	0.05020863	0.00947418	0.03948111	0.19423824	0.63998558	0.00460946	0.11999435	0.05588211	0.20415516	0.08444203	0.01667612	0.1478386	0.0059964	0.00583555	0.00901734	0.02825807	0.01269089
ASV_17074	0.00166246	0	0	0.00172399	0.00178403	0.00539113	0	0.00337092	0.00354509	0.00719826	0.00172025	0.00168731	0.0017696	0.00504278	0	0.00798929	0.00182146	0.00207052	0.00149367	0.00320513	0.00184182	0.00213129	0.00234709	0.00565483	0	0.00188335	0.00199461	0.0135462	0.00173133	0.01136902	0.00564016	0	0.00225347	0.00230473	0.00235283	0.00206971	0.00240183	0.00562947	0.00166761	0.00197118	0.0019988	0.00194518	0.00225433	0	0.0042303
ASV_6247	0.00664982	0.00184809	0.02611136	0.02413585	0.00178403	0.01976746	0.0622084	0.03202373	0.0567215	0.01619608	0.0326848	0.021935	0.01769598	0.01008556	0.14275637	0.02796253	0.0182146	0.02277574	0.00896205	0.01442308	0.02946919	0.02770673	0.02112379	0.00376989	0.00804133	0.02448349	0.06183305	0.0619255	0.01038799	0.1762198	0.02820079	0.0076926	0.00450694	0.02535205	0.01411698	0.00206971	0	0.00187649	0.01334089	0.01379827	0.01599041	0.00389037	0.013526	0.00529839	0.00846059
ASV_1299	0	0.00739235	0.00163196	0.00689596	0.00178403	0	0.00207361	0	0	0.00179956	0.00344051	0.00168731	0.0035392	0.00336185	0	0.00199732	0.0091073	0.00207052	0	0.00160256	0.00184182	0.01278772	0.00234709	0.00188494	0.00201033	0.00376669	0.00199461	0.00193517	0.00173133	0.00757935	0.00376011	0	0	0	0.00470566	0	0.01200913	0.00750596	0	0	0	0	0.006763	0.00176613	0
ASV_2215	0.00332491	0.02402513	0.01305568	0.00172399	0.00535208	0.00539113	0.01244168	0.00337092	0.00886273	0.00359913	0.00860126	0.01012385	0.00707839	0.00672371	0.00671795	0.01198394	0.00364292	0.01035261	0.00149367	0.00320513	0.0073673	0.01278772	0.00938835	0.00753977	0.00201033	0.01130007	0.00797846	0.00967586	0.00692533	0.00568451	0.00940026	0.0038463	0.00450694	0.00460946	0	0	0.00240183	0.00375298	0.00166761	0.00394236	0.0019988	0.00778074	0.00225433	0	0.0042303
ASV_1907	0.01163719	0.00369617	0.00326392	0.00172399	0.0071361	0.00718817	0.00414723	0.00168546	0.00709019	0.01439652	0.00688101	0.00337462	0.0035392	0	0.00335897	0	0.00182146	0	0.00298735	0.00160256	0.00184182	0	0.00234709	0.00188494	0.00402067	0.00188335	0.01994615	0	0.01038799	0.00378967	0	0.0038463	0	0	0.00235283	0	0	0	0.00333522	0.00394236	0	0.00194518	0	0.03532258	0
ASV_965	0.14130868	0.08316393	0.06854233	0.15171106	0.05887285	0.03234676	0.08709176	0.02696735	0.14357629	0.07918084	0.13073919	0.11811156	0.02654397	0.07732262	0.1142051	0.05792238	0.05282235	0.0186347	0.02091144	0.03205128	0.11050945	0.06180733	0.13378397	0.03204403	0.04824799	0.0866339	0.02393537	0.0270924	0.06059662	0.19895784	0.03948111	0.01923151	0.06309717	0.05761829	0.00470566	0.02069708	0.05764381	0.01688841	0.02668179	0.07096253	0.04397362	0.14977922	0.03606934	0.02649194	0.05287872
ASV_2001	0.00831228	0.00739235	0.00489588	0.00689596	0.00535208	0.00179704	0.00414723	0.00674184	0.00709019	0.01439652	0.0326848	0.01181116	0.03893116	0.01512834	0.00335897	0.01597859	0.00182146	0.00828209	0.00448102	0	0.02578554	0.04049446	0.01642961	0.00753977	0.00201033	0.00565004	0.00598384	0.00387034	0.00346266	0.0776883	0.02444068	0.02500096	0.00901388	0.00691419	0.00235283	0	0.00480365	0.11821884	0.00333522	0.00985591	0.01399161	0.03306814	0.01127167	0.00176613	0.01269089
ASV_2565	0.02161192	0.00554426	0.00489588	0.01723989	0.01070415	0.00718817	0.00622084	0.01011276	0.00531764	0.01799565	0.00344051	0.00674923	0.0035392	0.00336185	0.00503846	0.00399465	0.00728584	0.01449365	0.00448102	0.00480769	0.00368365	0.00639386	0.00234709	0	0	0.01695011	0.00199461	0.02128689	0.00865666	0.00947418	0	0.01923151	0.00450694	0	0.00235283	0.00413942	0.01200913	0.01688841	0.01667612	0.02365418	0.0039976	0.00583555	0.06763002	0.01766129	0.0042303
ASV_4324	0.00332491	0.00554426	0.01305568	0.01206793	0.01784026	0.00898521	0.00829445	0.01179822	0.00886273	0.02699347	0.00860126	0.02699693	0.00530879	0.00336185	0.00839743	0.01198394	0.00728584	0	0	0.01121795	0.00184182	0.0170503	0.02347087	0.00188494	0.02010333	0.01695011	0.01795153	0.0135462	0.005194	0.01705353	0.00376011	0.0076926	0.00901388	0.01382839	0.00235283	0.00620912	0.01200913	0.00938245	0.05336357	0.03351008	0.0059964	0.00389037	0.00901734	0.00529839	0.00634545
ASV_9271	0.05486102	0.01108852	0.02284744	0.00344798	0.04460065	0.03234676	0.02488336	0.01179822	0.01240783	0.05218737	0.02408354	0.04724463	0.01238719	0.01176649	0.01343589	0.09187688	0.0182146	0.07039775	0.01941777	0.05929487	0.02946919	0.04688832	0.02347087	0.07728267	0.05628933	0.14501761	0.0139623	0.02515723	0.03462664	0.0568451	0.00940026	0.16346783	0.02704164	0.0507041	0.03764529	0.00827883	0.0096073	0.02251787	0.12006804	0.05716426	0.05196882	0.05446517	0.02028901	0.01412903	0.08883625
ASV_2949	0.01163719	0.00924044	0.0081598	0.02413585	0.00356805	0.00898521	0.00207361	0.01011276	0.07976461	0.01259695	0.01204177	0.00506192	0.01592638	0.00672371	0.01343589	0.00998662	0.00364292	0.00414104	0.0059747	0.02083333	0.02762736	0.00639386	0.00234709	0.0263892	0.018093	0.00941673	0.0279246	0.13546202	0.02423865	0.03789673	0.00376011	0.0038463	0.01126735	0.01152366	0.02117547	0.00827883	0.0096073	0.03377681	0.00833806	0.01379827	0.08994603	0.02334222	0.00450867	0.01766129	0.01903634
ASV_2615	0.01662455	0.00554426	0.01958352	0.0155159	0.01070415	0.02695563	0.0311042	0.05393471	0.01772547	0.00719826	0.01032152	0.03205885	0.00707839	0.01849019	0.04030768	0.03195718	0.01275022	0.00828209	0.00298735	0.00961538	0.02210189	0.01918159	0.02347087	0.00753977	0.018093	0.00941673	0.0139623	0.02902758	0.04155197	0.02842255	0.02256063	0.03461672	0.02028123	0.00460946	0.01646981	0.00413942	0.00240183	0.00562947	0.0283494	0.02759654	0.0039976	0	0.03156068	0.01059678	0.02538178
ASV_2100	0	0.00554426	0	0	0.0071361	0.04312901	0.02280975	0	0	0.01259695	0.00172025	0.04049539	0	0.00672371	0	0.00599197	0.00182146	0.00414104	0.00149367	0	0	0.06180733	0	0.00376989	0	0.00753338	0.00398923	0	0.00173133	0	0.01128032	0	0.00225347	0	0	0	0.02642008	0.04878873	0	0.00788473	0.0039976	0	0	0	0
ASV_3124	0.00332491	0	0.00163196	0.01896388	0.00356805	0	0.00622084	0	0	0.01439652	0.00688101	0.021935	0.01946558	0	0.0251923	0.00399465	0	0	0.00746837	0.00160256	0.00184182	0	0.00704126	0.00565483	0	0.02636684	0.00199461	0.00193517	0.00173133	0	0	0.03846302	0.00901388	0	0.00470566	0	0.00480365	0.12572479	0.00833806	0	0	0.00389037	0.00225433	0	0.0042303
ASV_3095	0.00997473	0.00369617	0.00489588	0.00172399	0.00535208	0.00898521	0.00829445	0.01348368	0.00886273	0.01079739	0.00344051	0.00843654	0.01238719	0.00504278	0.01175641	0.02796253	0.01457168	0.01656418	0.00746837	0.01282051	0.0073673	0.01278772	0.00704126	0.00753977	0.006031	0.03201687	0.0139623	0.00193517	0.00692533	0.01326386	0.00940026	0.03461672	0.05408329	0.00921893	0.00235283	0.00620912	0.0096073	0.01313543	0.02501417	0.00985591	0.0019988	0.00194518	0.00225433	0.00176613	0.03384238
ASV_3217	0.00664982	0.00369617	0.00163196	0.00689596	0.00535208	0.00179704	0.00414723	0.01179822	0	0.00899782	0.01032152	0.00843654	0.00884799	0	0.01679487	0.00199732	0.00364292	0.00828209	0.01194939	0.00801282	0.01289277	0.00213129	0	0.01130966	0.006031	0.0207168	0.00997307	0.12578616	0.01904465	0.01705353	0.01692047	0.02692411	0.01577429	0.00460946	0.00941132	0.01448795	0.02642008	0.01313543	0.04836074	0.02956772	0.0079952	0.00389037	0.05861268	0.01059678	0.02326664
ASV_2483	0.02659928	0.01293661	0.0163196	0.00172399	0.01070415	0.00539113	0.00829445	0.00337092	0.01240783	0.00359913	0.00172025	0.00506192	0.00707839	0.00504278	0	0.00399465	0.03460775	0.00414104	0	0	0.00184182	0.00213129	0	0.00376989	0.01005167	0.00188335	0.00598384	0.00193517	0.01731332	0.00189484	0.00376011	0.0038463	0.00225347	0.00230473	0.01646981	0	0.01200913	0.01313543	0.00833806	0.00197118	0	0.02334222	0.00225433	0	0
ASV_1356	0.03823647	0.00554426	0.0081598	0.00689596	0.00356805	0.01257929	0.01036807	0.01179822	0.03545094	0.04678868	0.00688101	0.021935	0.02300478	0.00504278	0.04030768	0.00998662	0.01457168	0.02898731	0.0059747	0.0400641	0.03867831	0.00639386	0.0187767	0.03015909	0.02613433	0.04896698	0.02991922	0.09095307	0.03462664	0.03221222	0.02256063	0.06538713	0.00450694	0.00921893	0.00235283	0.03725474	0.0192146	0.01501192	0.08004536	0.07096253	0.02998201	0.01750666	0.02930634	0.01059678	0.08037565
ASV_8263	0	0	0.00326392	0	0.00178403	0	0	0	0	0.00179956	0.00344051	0.00168731	0	0	0.00167949	0	0.00182146	0	0.00149367	0.00320513	0	0.00639386	0	0.00376989	0.00201033	0	0	0.01548137	0	0.00378967	0	0.0038463	0	0	0	0	0	0.01313543	0.01167328	0.00591354	0	0	0	0	0.00634545
ASV_4046	0.01994946	0.0147847	0.01795156	0.00344798	0.0071361	0.01257929	0.00414723	0.00337092	0.00354509	0	0.00860126	0.02362231	0.02300478	0.00168093	0.00503846	0.01597859	0.00546438	0.00207052	0.00149367	0	0.01105094	0.00426257	0.00234709	0.00565483	0.00201033	0.03013353	0.02393537	0.01161103	0.00692533	0.00947418	0.00752021	0.01346206	0.00901388	0.00230473	0.00235283	0.00620912	0.01200913	0.02627085	0.01000567	0.00394236	0.0079952	0.00778074	0.01127167	0.00706452	0.00211515
ASV_992	0.01163719	0.02032896	0.02774333	0.0155159	0.02140831	0.00898521	0.00622084	0.01348368	0.01595292	0.01799565	0.02924429	0.01012385	0.02477438	0.01680927	0.02015384	0.02197056	0.01457168	0.00621157	0.00149367	0.00480769	0.01289277	0.01491901	0.03285922	0.01884943	0.006031	0.01883346	0.02194076	0.00193517	0.02077598	0.00947418	0.01880053	0.02692411	0.00450694	0.01152366	0.01646981	0.01034854	0.00720548	0.01501192	0.01167328	0	0.0059964	0.00778074	0.006763	0.02119355	0.01692119
ASV_1645	0.04488629	0.0147847	0.03100725	0.01034394	0.00892013	0.01976746	0.00622084	0.02022551	0.04254112	0.01079739	0.02580379	0.00168731	0.01415679	0.02017112	0.01511538	0.00998662	0.02185753	0.00414104	0.0059747	0.01121795	0.01289277	0.02131287	0.00704126	0.03769886	0.02211366	0.00941673	0.0139623	0.0135462	0.05020863	0.01326386	0.00564016	0.00192315	0.00225347	0.00460946	0.01882264	0	0.0096073	0.00562947	0.01334089	0.00197118	0.01599041	0.01361629	0.006763	0.02649194	0.00846059
ASV_2193	0.03989892	0.02402513	0.02121548	0.03965175	0.01070415	0.02336155	0.02488336	0.07247476	0.01772547	0.01259695	0.01204177	0.04049539	0.06193594	0.00672371	0.01175641	0.02796253	0.02732191	0.09110297	0.01493674	0.02884615	0.03131101	0.02770673	0.03285922	0.00753977	0.03417566	0.02636684	0.01994615	0.13739719	0.01385066	0.04358124	0.06016168	0.03846302	0.03605553	0.02996151	0.01411698	0.03725474	0.08646571	0.03940628	0.0433579	0.0630778	0.01599041	0.04279406	0.08566469	0.03885484	0.03595753
ASV_11645	0	0.0147847	0.02284744	0.03620378	0.01070415	0.01257929	0.00622084	0.01348368	0.04076858	0.00899782	0.02064303	0.01687308	0.04070076	0.00672371	0.00335897	0.01398127	0.00182146	0.02070522	0.00896205	0.00480769	0.02762736	0	0.00704126	0.00942472	0	0.02260015	0.00797846	0.00193517	0.005194	0.02842255	0.02632074	0.12885111	0.01577429	0.00460946	0.03293963	0.03725474	0.00480365	0.00562947	0.00166761	0.02168299	0.0079952	0.00389037	0.09017336	0.01059678	0.05710901
ASV_2895	0.01163719	0.00554426	0.00326392	0.00172399	0.01248818	0	0.00207361	0.03033827	0.01240783	0.00179956	0.00344051	0.01687308	0.00707839	0.00168093	0.01343589	0.00199732	0.00546438	0.01035261	0.00149367	0.00160256	0	0.00213129	0.00469417	0	0.01608266	0.00941673	0.01196769	0.03870343	0.00865666	0.00757935	0.01316037	0.04615562	0.00450694	0.00230473	0.00470566	0.00413942	0.01200913	0.01313543	0.01000567	0.03548126	0.0039976	0.00194518	0.03606934	0.01589516	0.0042303
ASV_4806	0.00166246	0.04250601	0.01305568	0.00689596	0.01248818	0.02695563	0.02903059	0.32360823	0.05494895	0.0251939	0.01032152	0.04049539	0.01946558	0.01344741	0.12092305	0.08987956	0.02185753	0.01656418	0.00746837	0.01602564	0.08840756	0.07885763	0.02816505	0.02827415	0.02814466	0.02636684	0.24533759	0.50314465	0.04155197	0.12126954	0.05640158	0.07115658	0.03154858	0.01382839	0.01411698	0.00620912	0.02401825	0.01501192	0.04502551	0.02168299	0.0079952	0.00389037	0.09693636	0.16425001	0.04441812
ASV_3108	0.02493683	0	0	0	0.00535208	0	0.01036807	0.00168546	0.00177255	0.01799565	0.00344051	0.00674923	0.01238719	0.00168093	0	0.00599197	0.00546438	0.01035261	0.00149367	0.00320513	0.00368365	0.00213129	0	0.00188494	0.00402067	0.00188335	0	0.00193517	0.00346266	0.00189484	0.00188005	0.01346206	0.04056247	0.00460946	0.00235283	0	0.00240183	0.01313543	0.0150085	0	0.0039976	0	0.00225433	0.00706452	0
ASV_3826	0	0.05174644	0.01795156	0.00172399	0.01962428	0	0	0.00337092	0	0.00359913	0	0	0.01061759	0.00168093	0.00167949	0.02396788	0	0	0	0.00320513	0.00368365	0	0	0	0	0	0	0.0270924	0	0.00378967	0.00188005	0.00192315	0	0.01382839	0	0	0	0.06567713	0	0	0.0019988	0	0	0	0
ASV_1251	0.06816066	0.00739235	0.02611136	0.06033963	0.04460065	0.03773788	0.01658891	0.02528189	0.02481566	0.01979521	0.00688101	0.03880809	0.02831357	0.01176649	0.03023076	0.03195718	0.0182146	0.00828209	0.00149367	0.01442308	0.01657642	0.00852515	0.01408252	0.02450426	0.00804133	0.01318342	0.01595692	0.02902758	0.01731332	0.00947418	0.05264147	0.02115466	0.00676041	0.00460946	0.01882264	0.02069708	0.02642008	0.01688841	0.06503685	0.01379827	0.009994	0.02917777	0.013526	0.04062097	0.01903634
ASV_1362	0.00498737	0.00369617	0.0081598	0.01206793	0	0.00179704	0	0	0.01240783	0.00359913	0.00860126	0.00506192	0.00884799	0.03361853	0	0.00998662	0.0091073	0.00207052	0.1508611	0.00160256	0.00552547	0.00426257	0	0	0.006031	0.00376669	0.00398923	0.01161103	0.01558199	0.10232117	0.00188005	0	0.00676041	0.01152366	0	0.00620912	0.04803651	0.03190032	0.00166761	0.00394236	0.0019988	0	0.04057801	0.00529839	0.00634545
ASV_5112	0.01994946	0.01293661	0.00979176	0	0.01427221	0.00359408	0.02695697	0.02359643	0.02127056	0.17275819	0.01032152	0.04049539	0.00884799	0.00504278	0.01007692	0.00399465	0.03460775	0	0.00149367	0.00480769	0.00368365	0.00852515	0.00469417	0.02073437	0.08041332	0.00188335	0.00797846	0.00193517	0.15235721	0.00947418	0.00752021	0.00192315	0.00450694	0.00230473	0	0	0	0	0.02668179	0.00591354	0.0019988	0.01167111	0.01127167	0.07947581	0.0042303
ASV_633	0.48377444	0.66715949	0.27906521	0.11033532	0.22657128	0.27135335	0.38569207	0.16686049	0.23220363	0.1979521	0.06708985	0.35770931	0.2088126	0.55302483	0.05710255	0.56324525	0.2258611	0.27744995	0.13293701	0.57051282	0.09209121	0.52642796	0.59616017	0.15833522	0.12665099	0.37666912	0.31913833	0.22447992	0.32375907	0.45855045	0.66553864	0.22500865	0.29971156	0.14519809	0.10587737	0.01655766	0.09367119	0.34527406	0.13841177	0.12615561	0.16590046	0.07002665	0.02028901	0.06181452	0.20516942
ASV_2775	0.01329964	0.01108852	0.0081598	0.00172399	0.00356805	0.00539113	0.00829445	0	0.01595292	0.00359913	0.01204177	0.00168731	0.01061759	0.01512834	0.00167949	0.00599197	0.02550045	0	0	0	0	0.00213129	0	0.01130966	0	0	0.00997307	0	0.00692533	0.00947418	0	0.00192315	0.00225347	0.00230473	0	0.00206971	0	0.01501192	0.00500283	0	0	0.00583555	0	0.00353226	0.00846059
ASV_10652	0.00498737	0	0	0	0	0	0.00207361	0	0	0	0.00172025	0.00337462	0.00707839	0.00168093	0	0	0	0	0	0	0	0	0	0	0.00201033	0	0	0	0	0	0	0.00576945	0	0	0	0	0	0.01876489	0	0.00591354	0	0	0	0	0
ASV_3353	0.02493683	0	0.00652784	0.01034394	0.00356805	0.00539113	0.01244168	0.02022551	0.01949801	0.01979521	0.02064303	0.03543347	0.01946558	0.00504278	0.01511538	0.02197056	0.00364292	0.00207052	0.00896205	0.01282051	0.01289277	0.00852515	0.00704126	0.00188494	0.00402067	0.00565004	0.06382767	0.02515723	0.01038799	0.00378967	0.02068058	0.00576945	0.01577429	0.01382839	0.01646981	0.00827883	0.0096073	0.01688841	0.03001701	0.01971181	0.009994	0.00194518	0.02479767	0.02472581	0.02538178
ASV_3435	0.00332491	0	0.02611136	0.01896388	0.02140831	0.1024314	0.00622084	0.00337092	0.02836075	0.0251939	0.01204177	0.021935	0.0017696	0.02857575	0.08397434	0.00199732	0.0091073	0.00828209	0.02539246	0.00480769	0.15655505	0.00639386	0.36614561	0.02450426	0.06634099	0.03201687	0.00398923	0	0.02596998	0.00189484	0.01128032	0.01923151	0.00450694	0.17055014	0.03999812	0.00827883	0	0	0.00166761	0.0315389	0.03797721	0.02723259	0.04734101	0.07417743	0.04230297
ASV_604	0.00332491	0.00739235	0.00326392	0	0	0.00539113	0.00829445	0.00168546	0.00354509	0.00359913	0.00516076	0.00337462	0	0.02017112	0.11084613	0	0.01092876	0.01449365	1.9343082	0.03365385	0.04052013	0	0.00469417	0.04523863	0.03819633	0.03390022	1.11299491	0.00967586	0.05367129	0	0.10528295	0.09615754	1.21912746	4.41586577	0.64702838	0.28975909	1.24654738	0.70556004	2.06617083	0.16952159	0.2758345	0.00389037	0.07664735	0.16248388	0.17767249
ASV_1240	0.00498737	0.0147847	0.00326392	0.0637876	0.00892013	0.00359408	0.00414723	0.03033827	0.09394498	0.01979521	0.01548227	0.00674923	0.0035392	0.0319376	0.01511538	0.00399465	0.01275022	0.01035261	0.05675962	0.01923077	0.03683648	0.00639386	0.00704126	0.03204403	0.03819633	0.02636684	0.00797846	0.11998065	0.03116397	0.0776883	0.02632074	0.04423247	0.00225347	0.11984604	0.00705849	0.01862737	0.00240183	0.15574863	0.00333522	0.01774063	0.09194483	0.1147659	0.006763	0.00706452	0.06345446
ASV_714	0.10307222	0.00739235	0.05548665	0.0327558	0.0481687	0.03234676	0.04976672	0.062362	0.02304311	0.13856647	0.01892278	0.08605271	0.01061759	0.00840463	0.06549998	0.07390097	0.03825067	0.04555148	0.01045572	0.03525641	0.03315283	0.03196931	0.01642961	0.04146875	0.02010333	0.17515114	0.02393537	0.04644412	0.03982063	0.0776883	0.03384095	0.11154275	0.0833784	0.03457097	0.00470566	0.0269062	0.07445659	0.09382447	0.25847981	0.12615561	0.01798921	0.08364294	0.01803467	0.02472581	0.21151487
ASV_1238	0	0.00554426	0.00163196	0.01379191	0.01070415	0.08625802	0.01866252	0	0.00709019	0.05398694	0	0.021935	0	0.02017112	0	0	0	0.00207052	0.03435451	0.00480769	0	0.01065644	0	0.0131946	0.00804133	0.08098386	0.00997307	0	0.02423865	0.02273804	0.02256063	0.05384822	0.01802776	0.2189495	0.03999812	0.08899743	0.03842921	0.04503575	0.02167895	0.13798269	0.20787527	0.22369624	0.07664735	0.14305646	0.11844833
ASV_1352	0.00831228	0.01108852	0.01142372	0.00861995	0.02676039	0	0.01658891	0.03202373	0.00886273	0.00359913	0.00688101	0.0421827	0.03362237	0.00336185	0.00671795	0.03595182	0.01457168	0.00207052	0.00448102	0.00160256	0.01841824	0.00852515	0.0187767	0.01507954	0.04020666	0.02260015	0.00398923	0.01935172	0.005194	0.02652771	0	0.01346206	0.03154858	0.02535205	0	0.00206971	0	0.0356533	0.01000567	0.01774063	0.0059964	0.01167111	0.006763	0.01766129	0.00634545
ASV_7333	0.0332491	0	0.00163196	0	0.00178403	0.00539113	0.00207361	0.00168546	0.00177255	0.00539869	0.00688101	0.00168731	0.01238719	0.00336185	0	0.00199732	0	0	0.00149367	0.00160256	0.03315283	0.00852515	0.00234709	0	0	0.00565004	0	0	0.00173133	0.00757935	0.01316037	0.00576945	0.01126735	0	0	0	0	0.0525417	0	0.00985591	0	0.01556148	0	0	0
ASV_1898	0.00166246	0.00924044	0.00163196	0.00861995	0	0.00179704	0.00414723	0	0.00177255	0.00719826	0.00516076	0	0	0	0.00335897	0.01797591	0.00546438	0	0.00448102	0	0.00184182	0.00426257	0	0.01696449	0.00201033	0	0.03789768	0.00193517	0.00865666	0.07010895	0	0.0038463	0.00450694	0.00230473	0	0.01034854	0.0192146	0.33213864	0.00166761	0.01576945	0.0119928	0.00389037	0.00225433	0.00176613	0.0042303
ASV_5687	0.00166246	0.00184809	0.00979176	0.00344798	0.00178403	0.00718817	0.01658891	0.02528189	0.0265882	0.00539869	0.01032152	0.04724463	0.01238719	0.00168093	0.01343589	0.01997324	0.00364292	0.00828209	0	0.00160256	0.0073673	0.01918159	0.02581796	0	0.00804133	0.00188335	0.02592999	0	0.00692533	0.01894837	0.00188005	0.03461672	0	0	0.00470566	0.00413942	0	0.00187649	0.00166761	0.00985591	0.0019988	0	0.01127167	0.02649194	0.02538178
ASV_571	0.00997473	0.17002403	0.0081598	0.33272994	0.17126648	0.01257929	0.18869881	0.45170316	0.06912933	0.334719	0.04644682	0.06580501	0.05485755	0.04370409	0.16794867	0.12583139	0.13660953	0.10973766	0.07020269	1.13301282	0.26522268	0.28132992	0.08918932	0.28274146	0.12866132	0.11300073	0.03989229	0.4586357	0.04674596	0.30127901	0.02068058	0.05961768	0.14647557	0.5830971	0.59526611	0.14901896	0.5956527	0.03752979	0.08171297	0.12615561	0.09594243	0.06808146	0.1059537	0.06181452	0.04653327
ASV_3190	0.03158665	0.01848087	0.01468764	0.0155159	0.0071361	0.01257929	0.00414723	0.02696735	0.01240783	0.00179956	0.00860126	0.00674923	0.02123518	0.01512834	0.00839743	0.02995985	0.01092876	0.0186347	0	0.01121795	0.01105094	0.01918159	0.00469417	0.00753977	0.01608266	0.03201687	0.01795153	0.00387034	0.005194	0.00757935	0.01504042	0.00961575	0.01577429	0.00460946	0.0235283	0.01862737	0.01441095	0.01125894	0.00166761	0.00394236	0.01798921	0.00583555	0.006763	0.0123629	0.01057574
